video_id,title,channel_name,category_id,publish_date,trending_date,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,tags,duration_seconds,thumbnail_link
VID00132,I Spent 7 Days Streaming And This Happened,SSSniperWolf,8,2024-01-29,2024-02-09,367095,33142,715,9366,FALSE,FALSE,shorts|epic|trending|prank|top10|collab,2701,https://i.ytimg.com/vi/132/mqdefault.jpg
VID00133,Teaching My A Kid How To Cook,Dream,1,2024-04-01,2024-04-16,10602355,228648,8917,54936,FALSE,FALSE,update|funny|vlog|prank|unboxing,3421,https://i.ytimg.com/vi/133/mqdefault.jpg
VID00134,We Tested Every Smartphones So You Don't Have To,Red Bull,2,2024-09-13,2024-09-25,11655119,295686,21050,295125,FALSE,FALSE,update|shorts|viral|prank,1455,https://i.ytimg.com/vi/134/mqdefault.jpg
VID00135,Surprising My Mom With GPUs,Dream,10,2024-07-13,2024-07-15,20807304,1030751,45871,65162,FALSE,FALSE,update,1157,https://i.ytimg.com/vi/135/mqdefault.jpg
VID00136,I Challenged A Pro Gamer To Code,MrBeast,5,2024-08-15,2024-08-21,9101859,275086,6112,122860,FALSE,FALSE,prank|news|epic|viral,2341,https://i.ytimg.com/vi/136/mqdefault.jpg
VID00137,We Tested Every Electric Cars So You Don't Have To,BuzzFeed,7,2024-07-17,2024-07-30,2892044,267468,23626,86151,FALSE,FALSE,prank|tutorial|update|funny,1054,https://i.ytimg.com/vi/137/mqdefault.jpg
VID00138,Netflix Tier List 2024,Corridor Crew,5,2024-09-04,2024-09-17,2631052,147634,20992,57636,FALSE,FALSE,review|top10|epic|funny,2090,https://i.ytimg.com/vi/138/mqdefault.jpg
VID00139,Smartphones Tier List 2024,Corridor Crew,10,2024-03-10,2024-03-15,10809737,868250,93198,160970,FALSE,FALSE,shorts|vlog|unboxing,787,https://i.ytimg.com/vi/139/mqdefault.jpg
VID00140,Why Everyone Is Wrong About Calories,Vice,10,2024-04-12,2024-04-22,18358274,697480,81930,32688,FALSE,FALSE,review|top10|vlog,3038,https://i.ytimg.com/vi/140/mqdefault.jpg
VID00141,Gaming Setups Tier List 2024,BuzzFeed,4,2024-05-09,2024-05-20,5222188,477953,57579,16423,FALSE,FALSE,update|prank|news,2509,https://i.ytimg.com/vi/141/mqdefault.jpg
VID00142,100 Things You Didn't Know About The Internet,Dream,6,2024-03-26,2024-04-06,20608059,503448,74361,425488,FALSE,FALSE,shorts|news|epic|viral|trending|challenge,1696,https://i.ytimg.com/vi/142/mqdefault.jpg
VID00143,Sleep Science Tier List 2024,The Tonight Show,8,2024-09-13,2024-09-16,11625184,1392351,108029,111224,FALSE,FALSE,[none],411,https://i.ytimg.com/vi/143/mqdefault.jpg
VID00144,Surprising A CEO With Electric Cars,Kurzgesagt,6,2024-08-31,2024-09-02,14752409,1360163,99757,43490,FALSE,FALSE,epic|viral|shorts|unboxing|trending|top10,243,https://i.ytimg.com/vi/144/mqdefault.jpg
VID00145,I Spent 10 Days Gaming And This Happened,5-Minute Crafts,9,2024-08-06,2024-08-14,7829781,781220,76689,50151,FALSE,FALSE,update|viral|review,2752,https://i.ytimg.com/vi/145/mqdefault.jpg
VID00146,Sleep Science Tier List 2024,Smosh,2,2024-10-01,2024-10-04,12323977,648222,48005,106087,FALSE,FALSE,prank|shorts|update,3593,https://i.ytimg.com/vi/146/mqdefault.jpg
VID00147,The Truth About Electric Cars Nobody Tells You,NASA,5,2024-02-13,2024-02-24,4544541,233219,10121,19957,FALSE,FALSE,challenge|prank|update|review|vlog,1589,https://i.ytimg.com/vi/147/mqdefault.jpg
VID00148,We Tested Every Calories So You Don't Have To,Kurzgesagt,5,2024-03-12,2024-03-15,10605553,1105082,106880,276806,FALSE,FALSE,challenge|review|update,99,https://i.ytimg.com/vi/148/mqdefault.jpg
VID00149,Surprising My Mom With Algorithms,NASA,8,2024-09-07,2024-09-10,2823965,216145,26245,20884,FALSE,FALSE,reaction|vlog,193,https://i.ytimg.com/vi/149/mqdefault.jpg
VID00150,Reacting to YouTube For The First Time,Dude Perfect,5,2024-10-05,2024-10-19,12359838,917153,106343,284772,FALSE,FALSE,review|news|epic|collab,1867,https://i.ytimg.com/vi/150/mqdefault.jpg
VID00151,I Challenged A CEO To Stream,Veritasium,2,2024-05-01,2024-05-05,24800184,1954065,115462,535978,FALSE,FALSE,tutorial|challenge|review,2651,https://i.ytimg.com/vi/151/mqdefault.jpg
VID00152,Why Everyone Is Wrong About Space,Vsauce,6,2024-05-29,2024-06-03,19267817,900468,117171,569925,FALSE,FALSE,epic|challenge|news|top10|viral|prank,2842,https://i.ytimg.com/vi/152/mqdefault.jpg
VID00153,Working Out For 24 Hours Straight,NASA,4,2024-07-20,2024-07-28,4820488,374757,17846,62726,FALSE,FALSE,[none],1911,https://i.ytimg.com/vi/153/mqdefault.jpg
VID00154,Space Tier List 2024,Veritasium,8,2024-06-16,2024-06-26,132982,14214,1827,492,FALSE,FALSE,collab|funny|update|epic|review,1937,https://i.ytimg.com/vi/154/mqdefault.jpg
VID00155,Teaching My A Kid How To Draw,Red Bull,6,2024-01-25,2024-01-26,3391173,280171,35620,4992,FALSE,FALSE,top10,3572,https://i.ytimg.com/vi/155/mqdefault.jpg
VID00156,Surprising A Kid With Gaming Setups,Vsauce,5,2024-02-17,2024-02-28,12144204,546961,33943,330446,FALSE,FALSE,[none],737,https://i.ytimg.com/vi/156/mqdefault.jpg
VID00157,Coding For 24 Hours Straight,MrBeast,4,2024-09-01,2024-09-03,4502666,357367,29562,62618,FALSE,FALSE,shorts|epic|news|collab|funny,93,https://i.ytimg.com/vi/157/mqdefault.jpg
VID00158,Surprising My Best Friend With Sleep Science,Mark Rober,7,2024-03-09,2024-03-20,22770950,780709,65791,28367,FALSE,FALSE,top10,2722,https://i.ytimg.com/vi/158/mqdefault.jpg
VID00159,I Challenged A Kid To Draw,Vox,2,2024-03-12,2024-03-25,4182470,330236,21057,121016,FALSE,FALSE,challenge|reaction|gameplay|shorts|trending|epic,1348,https://i.ytimg.com/vi/159/mqdefault.jpg
VID00160,7 Things You Didn't Know About Netflix,Linus Tech Tips,9,2024-09-17,2024-09-21,13194982,653866,11533,356785,FALSE,FALSE,update|epic|reaction,1040,https://i.ytimg.com/vi/160/mqdefault.jpg
VID00161,Reacting to Python For The First Time,TED,10,2024-08-03,2024-08-09,18382672,1623083,189546,,TRUE,FALSE,[none],3215,https://i.ytimg.com/vi/161/mqdefault.jpg
VID00162,Netflix: Is It Worth It?,BuzzFeed,9,2024-07-31,2024-08-07,23598857,1421305,141668,,TRUE,FALSE,funny|vlog,685,https://i.ytimg.com/vi/162/mqdefault.jpg
VID00163,Surprising A Kid With AI,Shroud,2,2024-06-07,2024-06-19,14729595,1369791,176025,39464,FALSE,FALSE,epic|top10|trending,413,https://i.ytimg.com/vi/163/mqdefault.jpg
VID00164,The Best Coffee Ranked,TechLead,1,2024-03-24,2024-04-01,11683493,844722,101044,255894,FALSE,FALSE,challenge|gameplay,743,https://i.ytimg.com/vi/164/mqdefault.jpg
VID00165,How Algorithms Actually Works,PewDiePie,5,2024-10-22,2024-11-02,2636041,183507,14957,6874,FALSE,FALSE,tutorial|collab|science|challenge,3579,https://i.ytimg.com/vi/165/mqdefault.jpg
VID00166,Surprising My Best Friend With Netflix,TED,1,2024-05-05,2024-05-06,15879792,895582,124335,98293,FALSE,FALSE,[none],3572,https://i.ytimg.com/vi/166/mqdefault.jpg
VID00167,Teaching My A Stranger How To Draw,Vice,6,2024-05-18,2024-06-01,2663456,205495,5490,54671,FALSE,FALSE,reaction,275,https://i.ytimg.com/vi/167/mqdefault.jpg
VID00168,The Internet: Is It Worth It?,PewDiePie,9,2024-08-21,2024-08-22,12428879,497989,44287,121969,FALSE,FALSE,top10,2610,https://i.ytimg.com/vi/168/mqdefault.jpg
VID00169,Surprising A CEO With Crypto,Vice,7,2024-01-13,2024-01-17,18221241,995651,126985,481747,FALSE,FALSE,[none],1432,https://i.ytimg.com/vi/169/mqdefault.jpg
VID00170,The Truth About Python Nobody Tells You,Corridor Crew,8,2024-01-31,2024-02-03,23929094,1148178,18538,184558,FALSE,FALSE,news|collab|top10|prank,3523,https://i.ytimg.com/vi/170/mqdefault.jpg
VID00171,The Truth About Space Nobody Tells You,Mark Rober,4,2024-05-29,2024-06-03,10619945,1195850,77746,266827,FALSE,FALSE,top10|gameplay,1396,https://i.ytimg.com/vi/171/mqdefault.jpg
VID00172,Why Everyone Is Wrong About Crypto,Veritasium,8,2024-06-09,2024-06-16,4101252,301821,43778,28796,FALSE,FALSE,gameplay|epic|funny,1322,https://i.ytimg.com/vi/172/mqdefault.jpg
VID00173,100 Things You Didn't Know About Fast Food,PewDiePie,4,2024-07-01,2024-07-08,17278847,430157,22298,428214,FALSE,FALSE,[none],772,https://i.ytimg.com/vi/173/mqdefault.jpg
VID00174,Streaming For 24 Hours Straight,Red Bull,3,2024-03-03,2024-03-04,2119274,218364,32221,10152,FALSE,FALSE,collab|funny|gameplay,3433,https://i.ytimg.com/vi/174/mqdefault.jpg
VID00175,I Tried YouTube For 30 Days,Vox,6,2024-03-03,2024-03-04,15518422,388950,54211,210453,FALSE,FALSE,unboxing|viral|update,3027,https://i.ytimg.com/vi/175/mqdefault.jpg
VID00176,AI: Is It Worth It?,T-Series,10,2024-05-05,2024-05-16,9952086,695542,92916,148205,FALSE,FALSE,update|challenge,419,https://i.ytimg.com/vi/176/mqdefault.jpg
VID00177,The Best Calories Ranked,NatGeo,8,2024-10-05,2024-10-18,16313144,887490,79156,168458,FALSE,FALSE,viral,1167,https://i.ytimg.com/vi/177/mqdefault.jpg
VID00178,I Tried GPUs For 30 Days,Bon Appétit,10,2024-04-29,2024-05-02,3409950,152717,6683,56185,FALSE,FALSE,trending|reaction|update|tutorial|news,3300,https://i.ytimg.com/vi/178/mqdefault.jpg
VID00179,I Tried Calories For 30 Days,TechLead,6,2024-10-17,2024-10-27,4818161,367678,13366,142868,FALSE,FALSE,vlog|tutorial|unboxing|viral,2076,https://i.ytimg.com/vi/179/mqdefault.jpg
VID00180,The Best Fast Food Ranked,Vice,10,2024-04-13,2024-04-26,4428502,239475,8344,,TRUE,FALSE,[none],1385,https://i.ytimg.com/vi/180/mqdefault.jpg
VID00181,The Best GPUs Ranked,PewDiePie,6,2024-07-21,2024-07-31,3440077,184581,10182,100794,FALSE,FALSE,unboxing|shorts|tutorial,3059,https://i.ytimg.com/vi/181/mqdefault.jpg
VID00182,I Challenged A Pro Gamer To Cook,Smosh,3,2024-07-12,2024-07-17,24678784,2192706,61020,546291,FALSE,FALSE,update|trending|tutorial|vlog,2935,https://i.ytimg.com/vi/182/mqdefault.jpg
VID00183,Reacting to AI For The First Time,5-Minute Crafts,2,2024-05-01,2024-05-07,10771267,396261,53077,38486,FALSE,FALSE,shorts|top10|viral|challenge|epic,2963,https://i.ytimg.com/vi/183/mqdefault.jpg
VID00184,Gaming Setups Tier List 2024,Veritasium,7,2024-03-26,2024-04-10,13942177,966307,60896,234712,FALSE,FALSE,unboxing|reaction|tutorial|prank|trending|update,475,https://i.ytimg.com/vi/184/mqdefault.jpg
VID00185,The Truth About Netflix Nobody Tells You,Vox,7,2024-03-23,2024-04-04,2566663,191741,26026,9496,FALSE,FALSE,unboxing|viral|news|shorts,2493,https://i.ytimg.com/vi/185/mqdefault.jpg
VID00186,Why Everyone Is Wrong About Crypto,Corridor Crew,9,2024-10-03,2024-10-08,22215987,1069751,46273,,TRUE,FALSE,unboxing|challenge|trending|tutorial,2401,https://i.ytimg.com/vi/186/mqdefault.jpg
VID00187,We Tested Every Sleep Science So You Don't Have To,Linus Tech Tips,3,2024-05-29,2024-05-31,15940394,1663809,88463,199678,FALSE,FALSE,gameplay|funny|update|prank|tutorial,2063,https://i.ytimg.com/vi/187/mqdefault.jpg
VID00188,30 Things You Didn't Know About The Internet,WWE,5,2024-10-15,2024-10-16,5121103,487649,50445,17849,FALSE,FALSE,science|news|reaction|gameplay|viral|review,1468,https://i.ytimg.com/vi/188/mqdefault.jpg
VID00189,The Truth About Crypto Nobody Tells You,PewDiePie,7,2024-01-18,2024-01-27,19216960,2114740,258131,396801,FALSE,FALSE,epic,2600,https://i.ytimg.com/vi/189/mqdefault.jpg
VID00190,We Tested Every Algorithms So You Don't Have To,Corridor Crew,2,2024-08-10,2024-08-14,21096219,733891,68476,216715,FALSE,FALSE,funny|science|update|gameplay|review|top10,3038,https://i.ytimg.com/vi/190/mqdefault.jpg
VID00191,We Tested Every Calories So You Don't Have To,Corridor Crew,3,2024-03-16,2024-03-26,19777795,1547962,224572,77250,FALSE,FALSE,epic|vlog|collab|top10,492,https://i.ytimg.com/vi/191/mqdefault.jpg
VID00192,Why Everyone Is Wrong About YouTube,CNN,7,2024-03-14,2024-03-24,20473081,1803295,119451,255462,FALSE,TRUE,reaction|trending|unboxing|top10|challenge,1417,https://i.ytimg.com/vi/192/mqdefault.jpg
VID00193,We Tested Every GPUs So You Don't Have To,Dream,2,2024-04-26,2024-04-29,10132450,1189771,85705,252793,FALSE,FALSE,news|funny|review|reaction|epic,1163,https://i.ytimg.com/vi/193/mqdefault.jpg
VID00194,I Tried Python For 30 Days,Red Bull,3,2024-02-03,2024-02-08,23859198,1686356,48889,612884,FALSE,FALSE,[none],2389,https://i.ytimg.com/vi/194/mqdefault.jpg
VID00195,We Tested Every GPUs So You Don't Have To,Vice,6,2024-04-11,2024-04-16,12409839,1270154,102523,241084,FALSE,FALSE,viral|reaction|collab|prank|vlog,567,https://i.ytimg.com/vi/195/mqdefault.jpg
VID00196,Space: Is It Worth It?,NASA,5,2024-02-16,2024-02-21,971085,56960,1868,17086,FALSE,FALSE,reaction|science|review|challenge|shorts|unboxing,937,https://i.ytimg.com/vi/196/mqdefault.jpg
VID00197,I Tried Algorithms For 30 Days,Ninja,1,2024-04-24,2024-04-29,20462633,2056669,108518,594310,FALSE,FALSE,news|update,2692,https://i.ytimg.com/vi/197/mqdefault.jpg
VID00198,How YouTube Actually Works,Smosh,2,2024-01-04,2024-01-13,22274960,2598341,331322,,TRUE,FALSE,vlog|science|epic|reaction,2492,https://i.ytimg.com/vi/198/mqdefault.jpg
VID00199,The Best Smartphones Ranked,TechLead,5,2024-04-06,2024-04-09,17407492,1680648,228494,424002,FALSE,FALSE,update|shorts|challenge|collab|viral|prank,3346,https://i.ytimg.com/vi/199/mqdefault.jpg
VID00200,The Truth About Calories Nobody Tells You,Smosh,10,2024-04-07,2024-04-13,24428968,2231266,236702,476635,FALSE,FALSE,collab|prank|vlog|news|funny,2008,https://i.ytimg.com/vi/200/mqdefault.jpg
VID00201,Coding For 24 Hours Straight,CNN,9,2024-04-03,2024-04-14,11311956,966532,39739,84573,FALSE,FALSE,shorts|collab|gameplay,1317,https://i.ytimg.com/vi/201/mqdefault.jpg
VID00202,The Truth About Netflix Nobody Tells You,MKBHD,2,2024-07-14,2024-07-23,10061157,616856,81374,54054,FALSE,FALSE,news|top10,880,https://i.ytimg.com/vi/202/mqdefault.jpg
VID00203,We Tested Every Python So You Don't Have To,5-Minute Crafts,1,2024-01-03,2024-01-11,9228072,377780,44689,163448,FALSE,FALSE,funny|challenge|news,708,https://i.ytimg.com/vi/203/mqdefault.jpg
VID00204,Reacting to Python For The First Time,Gordon Ramsay,6,2024-01-08,2024-01-23,10861678,1039297,87659,16505,FALSE,FALSE,reaction|science|collab|challenge|funny,76,https://i.ytimg.com/vi/204/mqdefault.jpg
VID00205,Teaching My A Kid How To Cook,Veritasium,9,2024-09-25,2024-10-01,14601390,1588593,237282,159728,FALSE,FALSE,review|tutorial,2067,https://i.ytimg.com/vi/205/mqdefault.jpg
VID00206,Coding For 24 Hours Straight,Linus Tech Tips,1,2024-09-15,2024-09-18,4182630,236984,23953,8714,FALSE,TRUE,science|trending,2682,https://i.ytimg.com/vi/206/mqdefault.jpg
VID00207,I Challenged A CEO To Build a PC,The Tonight Show,2,2024-10-07,2024-10-12,15968099,1440112,55832,333517,FALSE,FALSE,news|epic,98,https://i.ytimg.com/vi/207/mqdefault.jpg
VID00208,The Best Calories Ranked,Ninja,2,2024-05-24,2024-05-26,3615618,252275,24031,85186,FALSE,FALSE,review|collab|news|challenge,3465,https://i.ytimg.com/vi/208/mqdefault.jpg
VID00209,Reacting to Python For The First Time,MrBeast,1,2024-02-15,2024-03-01,3755446,388775,40301,19998,FALSE,FALSE,prank|funny|epic|top10|challenge|shorts,428,https://i.ytimg.com/vi/209/mqdefault.jpg
VID00210,How GPUs Actually Works,TED,1,2024-05-28,2024-06-03,22758516,1166845,132315,,TRUE,FALSE,[none],3165,https://i.ytimg.com/vi/210/mqdefault.jpg
VID00211,I Spent 10 Days Coding And This Happened,CNN,2,2024-07-09,2024-07-23,11549866,442209,29233,333871,FALSE,FALSE,update|unboxing|news|shorts|science|funny,1173,https://i.ytimg.com/vi/211/mqdefault.jpg
VID00212,Algorithms Tier List 2024,Red Bull,10,2024-08-12,2024-08-15,20562601,1192118,71770,,TRUE,FALSE,challenge|unboxing|prank|trending|review|reaction,2863,https://i.ytimg.com/vi/212/mqdefault.jpg
VID00213,Why Everyone Is Wrong About Python,Gordon Ramsay,10,2024-04-24,2024-05-05,11401485,819880,87197,215817,FALSE,FALSE,reaction|unboxing|collab|shorts|top10,1832,https://i.ytimg.com/vi/213/mqdefault.jpg
VID00214,I Tried Smartphones For 30 Days,Vice,3,2024-09-15,2024-09-29,15796723,1661611,218864,50092,FALSE,FALSE,reaction|shorts,2073,https://i.ytimg.com/vi/214/mqdefault.jpg
VID00215,I Spent 7 Days Drawing And This Happened,PewDiePie,8,2024-08-15,2024-08-28,19277861,1249395,162324,269214,FALSE,FALSE,viral|epic|update,546,https://i.ytimg.com/vi/215/mqdefault.jpg
VID00216,I Spent 24 Days Cooking And This Happened,Linus Tech Tips,8,2024-06-23,2024-06-29,1871173,190221,24387,19885,FALSE,FALSE,unboxing|collab|top10|trending,3203,https://i.ytimg.com/vi/216/mqdefault.jpg
VID00217,Gaming For 24 Hours Straight,NatGeo,2,2024-01-24,2024-02-08,5558140,384857,48129,125240,FALSE,FALSE,[none],1736,https://i.ytimg.com/vi/217/mqdefault.jpg
VID00218,30 Things You Didn't Know About Calories,5-Minute Crafts,2,2024-07-31,2024-08-01,21298024,2209598,204240,,TRUE,FALSE,prank|challenge|unboxing,1905,https://i.ytimg.com/vi/218/mqdefault.jpg
VID00219,Reacting to Space For The First Time,TechLead,10,2024-03-29,2024-04-10,4357777,132282,13499,80961,FALSE,FALSE,update|news|reaction|challenge,1378,https://i.ytimg.com/vi/219/mqdefault.jpg
VID00220,How Electric Cars Actually Works,Ninja,9,2024-06-02,2024-06-16,23588243,1763942,95160,527615,FALSE,FALSE,review|science|prank|vlog|collab,2327,https://i.ytimg.com/vi/220/mqdefault.jpg
VID00221,I Spent 30 Days Gaming And This Happened,TechLead,6,2024-02-29,2024-03-13,11869139,904760,82869,336342,FALSE,FALSE,science|vlog|news,2968,https://i.ytimg.com/vi/221/mqdefault.jpg
VID00222,Drawing For 24 Hours Straight,Linus Tech Tips,5,2024-03-23,2024-03-28,22980774,1035424,132030,,TRUE,FALSE,science,1268,https://i.ytimg.com/vi/222/mqdefault.jpg
VID00223,Why Everyone Is Wrong About The Internet,SSSniperWolf,7,2024-05-01,2024-05-10,23408196,1141474,117605,652340,FALSE,FALSE,shorts|trending|viral,1647,https://i.ytimg.com/vi/223/mqdefault.jpg
VID00224,7 Things You Didn't Know About Python,TechLead,6,2024-10-06,2024-10-18,20296307,804685,89712,134187,FALSE,FALSE,funny,1898,https://i.ytimg.com/vi/224/mqdefault.jpg
VID00225,I Spent 100 Days Drawing And This Happened,SSSniperWolf,5,2024-03-07,2024-03-10,19645320,2054928,22173,285320,FALSE,FALSE,[none],694,https://i.ytimg.com/vi/225/mqdefault.jpg
VID00226,I Tried GPUs For 30 Days,SSSniperWolf,6,2024-02-07,2024-02-20,23795852,1232289,50270,150680,FALSE,FALSE,prank|tutorial|news|gameplay|top10|review,339,https://i.ytimg.com/vi/226/mqdefault.jpg
VID00227,I Challenged A Pro Gamer To Code,Bon Appétit,10,2024-09-28,2024-10-06,18885266,1933262,284882,23706,FALSE,FALSE,top10|reaction,2799,https://i.ytimg.com/vi/227/mqdefault.jpg
VID00228,Drawing For 24 Hours Straight,The Tonight Show,5,2024-10-03,2024-10-15,9540166,214372,17655,222708,FALSE,FALSE,prank|top10|unboxing|viral|challenge|shorts,2166,https://i.ytimg.com/vi/228/mqdefault.jpg
VID00229,I Spent 10 Days Drawing And This Happened,Linus Tech Tips,4,2024-08-05,2024-08-19,3537205,143461,18079,93666,FALSE,FALSE,news|funny|challenge|viral|reaction|collab,3096,https://i.ytimg.com/vi/229/mqdefault.jpg
VID00230,Working Out For 24 Hours Straight,Smosh,4,2024-05-12,2024-05-19,13070213,851035,56698,132998,FALSE,FALSE,epic|viral|funny|update|collab,1655,https://i.ytimg.com/vi/230/mqdefault.jpg
VID00231,How GPUs Actually Works,BuzzFeed,10,2024-02-14,2024-02-19,14735974,856769,107179,27906,FALSE,FALSE,reaction|challenge|update|unboxing,700,https://i.ytimg.com/vi/231/mqdefault.jpg
VID00232,Why Everyone Is Wrong About Electric Cars,TED,9,2024-03-13,2024-03-15,1451674,29763,2783,24064,FALSE,FALSE,review|collab,408,https://i.ytimg.com/vi/232/mqdefault.jpg
VID00233,Surprising A Stranger With Netflix,Ninja,5,2024-04-09,2024-04-11,6135364,534376,47784,,TRUE,FALSE,top10|funny|vlog|shorts,3136,https://i.ytimg.com/vi/233/mqdefault.jpg
VID00234,I Spent 24 Days Gaming And This Happened,Dream,4,2024-02-21,2024-02-26,20837500,562214,20852,314437,FALSE,FALSE,vlog|challenge|collab|update,1404,https://i.ytimg.com/vi/234/mqdefault.jpg
VID00235,I Challenged My Best Friend To Stream,Shroud,7,2024-05-21,2024-06-04,12112348,404922,45600,320476,FALSE,FALSE,collab|vlog|unboxing,1955,https://i.ytimg.com/vi/235/mqdefault.jpg
VID00236,30 Things You Didn't Know About Space,Linus Tech Tips,5,2024-02-09,2024-02-21,2580002,281763,36331,49838,FALSE,FALSE,update|review|trending|gameplay,3388,https://i.ytimg.com/vi/236/mqdefault.jpg
VID00237,How Calories Actually Works,WWE,10,2024-05-28,2024-05-31,15642782,1096751,24871,180707,FALSE,FALSE,reaction|tutorial|challenge|science|funny,103,https://i.ytimg.com/vi/237/mqdefault.jpg
VID00238,I Spent 24 Days Coding And This Happened,WWE,8,2024-04-28,2024-04-30,8920352,507956,8123,62410,FALSE,FALSE,update|unboxing,3301,https://i.ytimg.com/vi/238/mqdefault.jpg
VID00239,Calories Tier List 2024,NASA,5,2024-10-23,2024-11-01,19181400,717096,72795,222381,FALSE,FALSE,funny|prank|gameplay|review|epic|unboxing,2736,https://i.ytimg.com/vi/239/mqdefault.jpg
VID00240,How Netflix Actually Works,MKBHD,3,2024-08-13,2024-08-16,7767209,215220,21540,55411,FALSE,FALSE,collab,825,https://i.ytimg.com/vi/240/mqdefault.jpg
VID00241,The Best Python Ranked,Kurzgesagt,8,2024-09-02,2024-09-06,19873653,717928,90940,32810,FALSE,FALSE,tutorial,236,https://i.ytimg.com/vi/241/mqdefault.jpg
VID00242,The Truth About Coffee Nobody Tells You,Vice,3,2024-09-21,2024-09-28,20161101,2357324,234004,533800,FALSE,FALSE,vlog|funny|review|reaction|science,3041,https://i.ytimg.com/vi/242/mqdefault.jpg
VID00243,100 Things You Didn't Know About Coffee,Red Bull,10,2024-04-03,2024-04-13,22184139,1576859,52794,463252,FALSE,TRUE,funny|reaction|update|review,1917,https://i.ytimg.com/vi/243/mqdefault.jpg
VID00244,The Best AI Ranked,Dude Perfect,3,2024-08-31,2024-09-15,20677525,1653816,219767,339348,FALSE,FALSE,[none],3141,https://i.ytimg.com/vi/244/mqdefault.jpg
VID00245,Why Everyone Is Wrong About Coffee,Corridor Crew,9,2024-08-03,2024-08-09,1507546,135323,9479,42534,FALSE,FALSE,update|collab|epic|review|funny|challenge,2034,https://i.ytimg.com/vi/245/mqdefault.jpg
VID00246,I Challenged A CEO To Draw,MrBeast,1,2024-10-22,2024-10-31,4003671,288168,18011,27854,FALSE,FALSE,news|collab,3354,https://i.ytimg.com/vi/246/mqdefault.jpg
VID00247,Teaching My A Kid How To Cook,Ninja,5,2024-07-22,2024-08-04,6884825,422196,50549,103214,FALSE,FALSE,science|unboxing|gameplay|challenge,1576,https://i.ytimg.com/vi/247/mqdefault.jpg
VID00248,We Tested Every Gaming Setups So You Don't Have To,Veritasium,3,2024-02-21,2024-02-25,17107178,1027390,58952,290252,FALSE,FALSE,trending|tutorial|update|shorts|viral,2915,https://i.ytimg.com/vi/248/mqdefault.jpg
VID00249,Why Everyone Is Wrong About Crypto,WWE,6,2024-02-10,2024-02-20,1316858,121742,17079,16617,FALSE,TRUE,vlog|trending|tutorial|shorts,2747,https://i.ytimg.com/vi/249/mqdefault.jpg
VID00250,Crypto Tier List 2024,MKBHD,9,2024-04-28,2024-05-08,5736902,501419,30267,114712,FALSE,FALSE,[none],704,https://i.ytimg.com/vi/250/mqdefault.jpg
VID00251,7 Things You Didn't Know About Gaming Setups,Gordon Ramsay,2,2024-02-16,2024-02-25,9596027,888725,78453,,TRUE,FALSE,gameplay|reaction|review|prank|unboxing|vlog,1483,https://i.ytimg.com/vi/251/mqdefault.jpg
VID00252,I Challenged A Stranger To Code,5-Minute Crafts,2,2024-09-19,2024-09-24,18099042,1833699,165922,382461,FALSE,FALSE,unboxing|reaction|shorts|update,1604,https://i.ytimg.com/vi/252/mqdefault.jpg
VID00253,10 Things You Didn't Know About Netflix,The Tonight Show,4,2024-04-27,2024-05-10,10644164,651876,38743,175989,FALSE,FALSE,gameplay|reaction|vlog|trending|review|shorts,2930,https://i.ytimg.com/vi/253/mqdefault.jpg
VID00254,Fast Food Tier List 2024,Vox,10,2024-05-17,2024-05-20,22971277,2596340,95086,514011,FALSE,FALSE,reaction|gameplay|review|epic|top10,1021,https://i.ytimg.com/vi/254/mqdefault.jpg
VID00255,Reacting to Space For The First Time,Dream,8,2024-01-04,2024-01-17,18218850,2109730,271567,214339,FALSE,FALSE,gameplay|unboxing|tutorial,1351,https://i.ytimg.com/vi/255/mqdefault.jpg
VID00256,How Fast Food Actually Works,Red Bull,7,2024-09-01,2024-09-10,1142621,80266,5226,23885,FALSE,TRUE,epic|prank|top10,775,https://i.ytimg.com/vi/256/mqdefault.jpg
VID00257,Smartphones: Is It Worth It?,Ninja,5,2024-04-05,2024-04-14,8869750,387731,29463,166568,FALSE,FALSE,unboxing,1558,https://i.ytimg.com/vi/257/mqdefault.jpg
VID00258,We Tested Every Coffee So You Don't Have To,Vsauce,10,2024-03-08,2024-03-18,23068740,988649,23709,203662,FALSE,FALSE,news|update|review|funny,1025,https://i.ytimg.com/vi/258/mqdefault.jpg
VID00259,I Spent 10 Days Drawing And This Happened,Vox,9,2024-09-30,2024-10-12,10644048,1048793,54542,184163,FALSE,FALSE,[none],2385,https://i.ytimg.com/vi/259/mqdefault.jpg
VID00260,How Electric Cars Actually Works,Dude Perfect,8,2024-06-20,2024-06-25,12161875,681437,59999,297849,FALSE,FALSE,[none],1469,https://i.ytimg.com/vi/260/mqdefault.jpg
VID00261,The Best Electric Cars Ranked,5-Minute Crafts,9,2024-09-06,2024-09-19,24763717,1602039,33606,465465,FALSE,FALSE,challenge|tutorial|shorts|review|unboxing,1959,https://i.ytimg.com/vi/261/mqdefault.jpg
VID00262,I Tried Gaming Setups For 30 Days,5-Minute Crafts,6,2024-05-29,2024-06-10,9024884,726850,47509,241353,FALSE,FALSE,collab|prank|top10|review|funny|news,3258,https://i.ytimg.com/vi/262/mqdefault.jpg
